title,developer,url,published_date,price,genre,description,tags
Ant Farm,melonfarm,https://melonfarm.itch.io/ant-farm,28 April 2025 @ 01:32 UTC,,,Prototype in 7 Days: Swarms,"['Indie', 'Singleplayer', 'Unity']"
Mathmagius,buysnoah,https://buysnoah.itch.io/mathmagius,28 April 2025 @ 01:31 UTC,,Puzzle,A Mini Jam 183 game.,"['2D', 'Fantasy', 'Godot', 'Indie', 'No AI', 'Pixel Art', 'Short', 'Singleplayer', 'Top-Down']"
Word Not Color,Jarwo,https://jarwo.itch.io/word-not-color,,,,"A game where you match the colour, not the word!",[]
INFERNO: GREED,mjvillarreal,https://mjvillarreal.itch.io/inferno-greed,28 April 2025 @ 01:28 UTC,,Interactive Fiction,How far will your greed take you?,"['Horror', 'Psychological Horror', 'Twine']"
ZR,Marshal666,https://marshal666.itch.io/zr,,,Platformer,"3d, platformer, dinosaurs, goofy, highschool project",[]
Fight Against the Infection,RDB Studio,https://rdb-studio.itch.io/fight-against-the-infection,28 April 2025 @ 01:26 UTC,,Survival,,[]
A Missão do Coelho,MCTUTIOFICIAL,https://mctutioficial.itch.io/a-misso-do-coelho,28 April 2025 @ 01:24 UTC,,Adventure,Um Sapo pede ajuda a um Coelho para completar uma missão na Cidade dos Doces,"['2D', 'Casual', 'Indie', 'Pixel Art']"
Knight Bear vs The Nightmares 2,HomeInSpring,https://homeinspring.itch.io/knight-bear-vs-the-nightmares-2,28 April 2025 @ 01:23 UTC,,Action,"Your owner has finally found you again, now please help her deal with nightmares !!!",[]
LA River Fun Run w/ Smiley McJeans,wress,https://wress.itch.io/la-river-fun-run-w-smiley-mcjeans,28 April 2025 @ 01:19 UTC,,Platformer,An endless runner in the spirit of Katamari,"['Endless Runner', 'Runner', 'Singleplayer']"
DISCORAMA,the12thcavalier,https://the12thcavalier.itch.io/discorama,28 April 2025 @ 01:18 UTC,,Adventure,You need to find GASOLINE,"['Creepy', 'Horror', 'Indie', 'Liminal space', 'Narrative', 'Spooky', 'Walking simulator']"
Lumora,matchajun,https://matchajun.itch.io/lumora,,,Adventure,,[]
SpaceShooter,JontaH,https://jontah.itch.io/spaceshooter,28 April 2025 @ 01:08 UTC,,Shooter,,[]
Unscribble Mirror Match - Villager Edition,Gabriel S. Felix,https://gabrielsfelix.itch.io/unscribble-mirror-match,28 April 2025 @ 01:06 UTC,,Puzzle,Quanto rabisco! Encontre 50 pares de Aldeões para limpar isso tudo.,['Hidden Object']
Meteor Breaker,thenecon,https://thenecon.itch.io/meteor-breaker,28 April 2025 @ 01:05 UTC,,Shooter,"space shooter, space","['Indie', 'Space']"
HERO'S CONQUEST,jorgebest4,https://jorgebest4.itch.io/heros-conquest,28 April 2025 @ 01:05 UTC,,Adventure,,[]
BadSpinner,broncodev,https://broncodev.itch.io/badspinner,28 April 2025 @ 01:04 UTC,,,Spin the metaphorical wheel for metaphorical fortune,[]
STARRBOX V1: yummerz,ST☆RR,https://starriestpark.itch.io/starrbox-v1-yummerz,28 April 2025 @ 01:01 UTC,,Rhythm,starr's incredibox mod,['Incredibox']
CyOS,OscarGScherer,https://oscargscherer.itch.io/cyos,28 April 2025 @ 01:00 UTC,,Educational,Math game,['Math']
RoleBalls,POWERFOXO,https://powerfoxo.itch.io/roleballs,28 April 2025 @ 01:00 UTC,,Action,,"['2D', 'Arcade', 'Cute', 'Family Friendly', 'Indie', 'Singleplayer', 'weird']"
Trials Of Terror,Adam castillo,https://adam-castillo.itch.io/trials-of-terror,,,Survival,,[]
NENU,MitchIsMe,https://mitchisme.itch.io/nenu,28 April 2025 @ 00:57 UTC,,Simulation,StockMarketShopingSim,"['Casual', 'Singleplayer']"
COM(V0.9.1),ChickenMan72,https://chickenman72.itch.io/com3,28 April 2025 @ 00:56 UTC,,,,[]
A Networking Event,saucesauce,https://saucesauce.itch.io/a-networking-event,28 April 2025 @ 00:54 UTC,,Puzzle,Graph coloring puzzle game,"['2D', 'Cozy', 'Cute', 'glitch', 'Godot']"
touch the wall !!!!,zenith :3,https://zenith-3.itch.io/touch-the-wall,,,Adventure,"you touch the wall and also, 10/10 on IGN REVIEWS (with proof)",[]
Celestial Rush,Kettle-Kitten games,https://kettle-kitten-games.itch.io/celestial-rush,28 April 2025 @ 00:51 UTC,,Platformer,,[]
Cool Pool,MustBeAtomic,https://mustbeatomic.itch.io/cool-pool,,,Strategy,,[]
Tanks Will Blast Away! (Pitch),TheMutilatedStar,https://themutilatedstar.itch.io/tanks-will-blast-away,28 April 2025 @ 00:45 UTC,,Shooter,,[]
Prime Pong,egeltorp,https://egeltorp.itch.io/prime-pong,28 April 2025 @ 00:44 UTC,,Action,Mini Jam 183: Calculations,[]
CASA_TRADICIONAL,Diana_0601,https://diana-0601.itch.io/casa-tradicional,28 April 2025 @ 00:44 UTC,,,Traditional House in Unity,[]
PeepSquad,YoseBit,https://yosebit.itch.io/peepsquad,28 April 2025 @ 00:42 UTC,,,,[]
Cozy Fishing,TheCodingChompyYT,https://thecodingchompyyt.itch.io/cozy-fishing,28 April 2025 @ 00:35 UTC,,,An Entry Into Scratch Limit Game Jam!,['Fishing']
Nobu Runners v1,metacline,https://metacline.itch.io/nobu-runners-v1,28 April 2025 @ 00:35 UTC,,,,[]
Kill Process,David.Haynes,https://davidhaynes.itch.io/kill-process,28 April 2025 @ 00:33 UTC,,Interactive Fiction,Escape the system. Kill the process. Survive the unknown.,"['Atmospheric', 'Indie', 'Mystery', 'Narrative', ""Ren'Py"", 'Singleplayer']"
No One Left Behind,Kyra,https://kyramovva15.itch.io/no-one-left-behind,28 April 2025 @ 00:32 UTC,,,,[]
bxxtttt,Nutterbutter4793,https://nutterbutter4793.itch.io/bxxtttt,28 April 2025 @ 00:32 UTC,,,gtag but not,[]
Horse Race Test: Steel Ball Run Edition,Reyna Cruz,https://reyna-cruz.itch.io/hrtsbr,28 April 2025 @ 00:31 UTC,,Simulation,Horse Race Test themed after Steel Ball Run,"['Fangame', 'horse-race-test', 'Horses', 'Indie', 'jjba', 'jojo', 'No AI']"
Office Horror,littleknifeman,https://littleknifeman.itch.io/office-horror,28 April 2025 @ 00:29 UTC,,Interactive Fiction,All that work you did...what was it for?,"['Horror', 'Indie', 'Psychological Horror', 'Roguelike', 'Short', 'Singleplayer', 'Text based']"
Baldi’s Basics Mod Archive,FNFHTML5PORTER,https://broookssoftware.itch.io/baldis-basics-mod-archive,28 April 2025 @ 00:27 UTC,,,,"[""Baldi's Basics""]"
Stop REBIRTH,Name23games,https://name23games.itch.io/stop-the-cycle,,,,use the left mouse button to shoot and use the right mouse button to switch weapons,[]
StarDeck,IsraelSX,https://israelsx.itch.io/stardeck,28 April 2025 @ 00:23 UTC,,Strategy,,"['2D', 'Game Jam', 'Math', 'Pixel Art', 'Retro', 'Short']"
Pigment Pass,kryione,https://kryione.itch.io/pigment-pass,28 April 2025 @ 00:21 UTC,,Puzzle,Navigate colorful paths to reach the goal.,"['Colorful', 'maze']"
i am security free,the goat97,https://the-goat97.itch.io/i-am-security-free,28 April 2025 @ 00:21 UTC,,,,[]
Circuit Frenzy!,Unfofo,https://unfofo.itch.io/circuit-frenzy,,,Puzzle,,[]
Snake Hunt,MangoChile,https://mangochile.itch.io/snakehunt,28 April 2025 @ 00:17 UTC,,Puzzle,,"['Cats', 'Cute', 'Indie', 'Sokoban']"
Through The Swamp,pluviophile,https://cswagner.itch.io/through-the-swamp,,,Interactive Fiction,"The player must survive and befriend swamp cryptids in order to search for their mother,.",[]
Canciones de Cuna para Dragones,Yadeth,https://yadeth.itch.io/canciones-de-cuna-para-dragones,28 April 2025 @ 00:16 UTC,,Rhythm,,"['Fantasy', 'Music', 'Pixel Art']"
UpCar,Calof,https://calof.itch.io/upcar,,,,,[]
Forest Resources and Population Growth,lqwang,https://lqwang.itch.io/forest-resources-and-population-growth,28 April 2025 @ 00:14 UTC,,,simulate,[]
Big Brother,SushiBytes,https://sushibytes.itch.io/big-brother,28 April 2025 @ 00:13 UTC,,Card Game,Constantly evolving card game inspired by Mao. Uses Alibaba AI to make changes to the rules during runtime of execution.,['Multiplayer']
LiteCode: An Assembly Game,NightByte,https://nightbytegames.itch.io/litecode,28 April 2025 @ 00:13 UTC,,Simulation,"A byte-sized, retro RGBW lighting logic simulator","['2D', '8-Bit', 'Incremental', 'Indie', 'Pixel Art', 'Retro', 'Singleplayer', 'Text based', 'Unity']"
Traitor Pin Speed Calculator,SomeSameSane,https://somesamesane.itch.io/traitor-pin-speed-calculator,28 April 2025 @ 00:08 UTC,,,,['2D']
Ferret Battles 2 (BETA),Ferret22,https://da-ferret22.itch.io/ferret-battles-2-beta,28 April 2025 @ 00:07 UTC,,Shooter,"After 2 long years of anticipation, Ferret Battles 2 has finnaly releaced a beta version!","['2D', '8-Bit', 'Godot', 'Indie']"
Summing Till Doom,sirbob809,https://sirbob809.itch.io/summing-till-doom,,,Shooter,Doom inspired FPS focused around combining numbers,[]
Toon Tanks,GekonGames,https://gekongames.itch.io/toon-tanks,28 April 2025 @ 00:02 UTC,,Action,Short Action game,"['3D', 'free', 'Singleplayer', 'Unreal Engine']"
Supermarket Madness,iDStroy,https://idstroy.itch.io/supermarket-madness,28 April 2025 @ 00:02 UTC,,,,[]
Testing Game,User_name4,https://user-name4.itch.io/playmygame,,,,,[]
Scam Call Center,stiggzz22,https://stiggzz22.itch.io/scam-call-center,28 April 2025 @ 00:01 UTC,,Simulation,You get to manage a scam call center! Good luck!,"['business', 'Management', 'office', 'scam-baiter', 'weird']"
WGSS382 UNESSAY Untitled,hazel410,https://hazel410.itch.io/wgss382-unessay-untitled,28 April 2025 @ 00:01 UTC,,Visual Novel,,"['LGBT', 'LGBTQIA', 'No AI', 'Short', 'Singleplayer']"
Underbattle,ArthurFelipeGames,https://arthurfelipegames.itch.io/underbattle,,,,,[]
Réalité_1.5 demo,Lou bleu,https://lou-bleu.itch.io/ralit-1-5-demo,28 April 2025 @ 00:00 UTC,,,Un petit projet en développement,[]
Aonori,ReadyHaddh,https://readyhaddh.itch.io/aonori,27 April 2025 @ 23:59 UTC,,,,[]
PintaCELL,Hakai_17,https://hakai-17.itch.io/pintacell,27 April 2025 @ 23:59 UTC,,Puzzle,"Made during TriJam #319 with the theme ""Get your own cell"".","['2D', 'Indie', 'Pixel Art', 'Short', 'Singleplayer', 'Unity']"
Think Twice,paula_lopez,https://paula-lopez.itch.io/think-twice,,,Puzzle,,[]
Come look at birds,KrowspiracyGames,https://krowspiracygames.itch.io/come-look-at-birds,,,Interactive Fiction,test game,[]
타계 (TransMundus),kofeeel,https://kofeeel.itch.io/transmundus,27 April 2025 @ 23:44 UTC,,Survival,#horror #2.5D #indie #winapi #raycasting,"['Horror', 'Indie', 'Retro', 'Singleplayer', 'sur', 'Tilemap']"
Mayday Houston Mayday !,Bastiminou,https://bastiminou.itch.io/mayday-houston-mayday,,,Puzzle,,[]
Project Beanie,Gabetheabe,https://gabetheabe.itch.io/project-beanie,27 April 2025 @ 23:40 UTC,,,This is a gtag copy!!,[]
Swap colors,Logus_studio,https://logus-studio.itch.io/swap-colors,27 April 2025 @ 23:39 UTC,,,A game where you swap colors to avoid obstacles and win. Yeah... that's all.,['2D']
Shrine Keeper,ｈｅｉｎｎ,https://heinn.itch.io/shrinekeeper,27 April 2025 @ 23:39 UTC,,Adventure,,[]
King's Tiles,TheFrugalGamer,https://thefrugalgamer.itch.io/kings-tiles,,,Puzzle,"Light-toggling puzzle game, also known as ""Lights out""",[]
Magician's Fire,AlexPlayzDaPro,https://alexplayzdapro.itch.io/magicians-fire,27 April 2025 @ 23:39 UTC,,Role Playing,,"['Pixel Art', 'RPG Maker', 'Short']"
Momentary,VargasFlame,https://vargasflame.itch.io/momentary,27 April 2025 @ 23:35 UTC,,Puzzle,,"['3D', 'Low-poly', 'Sci-fi']"
Eclipse of the Fallen,muhammadkamel,https://muhammadkamel.itch.io/eclipse-of-the-fallen,,,Adventure,GDD in uploaded Documens (Game Design Document),[]
Tile Burst,GrumpyPopo,https://grumpypopo.itch.io/tile-burst,27 April 2025 @ 23:33 UTC,,,Rack up points by match tiles by their color while avoiding running out of empty spaces,"['2D', 'Casual', 'Singleplayer', 'Unity']"
Fearsome Tale: Game Demo - Multi-language,Squiks,https://squik-s.itch.io/fearsome-tale,,,Role Playing,A Scape Room RPG Game.,[]
Shade Drop,Zenkrak983,https://zenkrak983.itch.io/shade-drop,27 April 2025 @ 23:26 UTC,,Strategy,Match fruit to creature and make sure THEY don’t get too hungry.,"['2D', 'Arcade', 'Casual', 'Pixel Art', 'Real time strategy', 'Retro', 'Short']"
EES 102 Final Project,ChaseOFB,https://chaseofb.itch.io/system03project,27 April 2025 @ 23:24 UTC,,,,[]
At Midnight,Tianyii,https://tianyii.itch.io/at-midnight,27 April 2025 @ 23:22 UTC,,Role Playing,,"['2D', 'Pixel Art', 'Singleplayer']"
Dublin Cuties,jakoboheck,https://jakoboheck.itch.io/dublin-cuties,27 April 2025 @ 23:21 UTC,,Visual Novel,,[]
Blocks,Michael Elliott - Game Composer,https://melliomusic.itch.io/blocks,27 April 2025 @ 23:21 UTC,,,Think fast to match the numbers before time runs out!,"['3D', 'Math', 'No AI']"
My Animations,Mike281202,https://mike281202.itch.io/my-animations,,,,,[]
Jogo de Navinha,Cat's box,https://a-cats-box.itch.io/jogo-de-navinha,27 April 2025 @ 23:14 UTC,,,,"['2D', 'Indie', 'oficinaindie', 'ships', 'Singleplayer', 'Space']"
REVER,charlesiq,https://charlesiq.itch.io/rever-1,,,Shooter,,[]
Nightmare Woods,atteh04,https://atteh04.itch.io/nightmare-woods,27 April 2025 @ 23:13 UTC,,Platformer,2D runner game in Nightmarish Woods,"['Pixel Art', 'Singleplayer', 'Unity']"
This is not a Game,Dman1106,https://dman1106.itch.io/this-is-not-a-game,27 April 2025 @ 23:13 UTC,,,,[]
Knock (Early Access),Incognito-NULL,https://incognito-null.itch.io/knock,,,Visual Novel,"visual novel, short horror, horror, analog",[]
WishingWell,03b2,https://03b2.itch.io/wishingwell,27 April 2025 @ 23:10 UTC,,,2025Booom GameJam,"['2D', 'Cozy', 'Cute', 'Unity']"
The Value Of An X,Raya,https://rpc29.itch.io/the-value-of-an-x,27 April 2025 @ 23:08 UTC,,Action,Follow X as it tries to find its own value,['Action-Adventure']
Color quest,hazel-nut-tree,https://hazel-nut-tree.itch.io/color-quest,27 April 2025 @ 23:08 UTC,,Role Playing,,"['mini-jam', 'mini-jam-183', 'No AI', 'Short', 'storygame']"
Superposition,VincentChan22,https://vincentchan22.itch.io/superposition,27 April 2025 @ 23:07 UTC,,Adventure,Experience comprehension beyond horrors,"['3D', 'First-Person', 'Horror', 'Singleplayer', 'Unity']"
Ilitera,Gmpf,https://gmpf.itch.io/ilitera,27 April 2025 @ 23:06 UTC,,Puzzle,,[]
Quick Space,Maxibaguette,https://maxibaguette.itch.io/quick-space,27 April 2025 @ 23:04 UTC,,Puzzle,You're an Axolotl on an exploration mission on a ship suffering from a malfunction! Repair the ship before it collides!,"['3D', 'Escape Game', 'Unreal Engine']"
Go! Dizzy Go!,ideiasfera,https://ideiasfera.itch.io/go-dizzy-go,27 April 2025 @ 23:04 UTC,,Puzzle,The game is an action-puzzle game where the player must navigate the Dizzy through a series of mazes.,"['2D', 'maze', 'Singleplayer']"
Octops Octops,James Tall,https://jamestall.itch.io/octops-octops,27 April 2025 @ 23:03 UTC,,,A 1st octopus Puzzle game 🧩,"['NES (Nintendo Entertainment System)', 'NES ROM', 'octopus', 'Retro', 'retropuzzlemaker', 'Sokoban']"
Incremental_Prototype,arovin,https://arovin.itch.io/incremental-prototype,,,Card Game,"Early prototype of a deck-driven exploration game, testing the basic loop and card mechanics.",[]
Interstellar Dread,Humberto Maury,https://humberto-maury.itch.io/interstellar-dread,27 April 2025 @ 23:02 UTC,,,,[]
Broken Calculator??,h8,https://knevis.itch.io/wrong-calculator,27 April 2025 @ 22:59 UTC,,,calculate!,"['2D', 'Clicker', 'Pixel Art', 'Short', 'Singleplayer', 'Unity']"
Burnout Blitz,SaasKu,https://saasku.itch.io/burnout-blitz,,,Racing,Racing/Troll Game,[]
old animal company,the goat97,https://the-goat97.itch.io/old-animal-company,,,Adventure,,[]
After Life,ghiloueldzaire,https://ghiloueldzaire.itch.io/after-life,,,Platformer,,[]
BranchBounded,NyxVR,https://username-of-itch.itch.io/branchbounded,27 April 2025 @ 22:55 UTC,,,Virtual Reality Game,"['Fangame', 'Gorilla Tag', 'Horror', 'yes']"
The Weg01 Games Archive,Weg,https://weg001.itch.io/the-weg01-games-archive,27 April 2025 @ 22:54 UTC,,,The official archive of my defunct and canceled games.,[]
Time Of Death,devjoe9,https://devjoe9.itch.io/time-of-death-updated,27 April 2025 @ 22:54 UTC,,Action,Fend off reapers to ensure death is not your patient's end.,[]
Knight of Coins,MMGSpace,https://mmgspace.itch.io/knight-of-coins,,,Platformer,Based on Brackey Godot Beginner Tutorial,[]
Solo Leveling?,lucaslamdev,https://lucaslamdev.itch.io/solo-leveling,27 April 2025 @ 22:52 UTC,,Action,Jogo Baseado em Fatos Reais,['Roguelike']
METAPHOR: A Dream Journal,Blawnode,https://blawnode.itch.io/metaphor-a-dream-journal,27 April 2025 @ 22:52 UTC,,Role Playing,"""Last night, I had 3 dreams.""","['Experimental', 'Indie', 'Pixel Art', 'Singleplayer', 'Story Rich']"
Burbujitas,Alexoga9,https://alexoga9.itch.io/burbujitas,27 April 2025 @ 22:51 UTC,,,,"['bubles', 'Virtual Reality (VR)']"
The Corpse of Miriam Oliver,Ubersmake,https://ubersmake.itch.io/the-corpse-of-miriam-oliver,,,Visual Novel,Created in a week for the DiscMaster Jam.,[]
Cal-e,seanmburns,https://seanmburns.itch.io/cal-e,27 April 2025 @ 22:49 UTC,,Educational,A retro math survival challenge made for Mini Jam 183: Calculations,['Math']
Harakiri,Seb.cs,https://sebcs.itch.io/harakiri,,,Action,,[]
EXP2_MelissaAugeard,MelissaAugeard,https://melissaaugeard.itch.io/casa-yucateca,27 April 2025 @ 22:45 UTC,,,,[]
HELLASCAPE,Simulated Simulation Co.,https://simsimco.itch.io/hellascape,27 April 2025 @ 22:43 UTC,,Platformer,Escape from hell in this short but rage-inducing game.,"['2D', 'Difficult', 'No AI', 'Pixel Art', 'Retro', 'Singleplayer', 'Unity']"
Monkey Around,Gorillazvr,https://gorillazvr.itch.io/monkey-around,27 April 2025 @ 22:42 UTC,,,,[]
Space Invadris,Scott,https://smurpy02.itch.io/spaceinvadris,,,Action,,[]
The Most Generic Game Ever,Aetherpixel,https://aetherpixel.itch.io/httpsscratchmiteduprojects1166440571,27 April 2025 @ 22:40 UTC,,Action,"Not my best work, sadly. I was quite pressed on time, so I didn't add many of the desired features...",['pixel']
Boards and Doors,Rundevourer,https://rundevourer.itch.io/boardsanddoors,27 April 2025 @ 22:40 UTC,,Puzzle,Use your brain (and buttons) to succeed!,"['Simple', 'Singleplayer']"
Las Aventuras de Andres,4ndrez_link,https://4ndrez-link.itch.io/las-aventuras-de-andres-i,27 April 2025 @ 22:40 UTC,,Role Playing,Andres se embarcará en una aventura peligrosa y fantastica para llegar a casa de su amigo,"['Fantasy', 'Indie', 'Pixel Art', 'Singleplayer']"
Pitfallen,drew,https://daltondt.itch.io/pitfallen,27 April 2025 @ 22:39 UTC,,Platformer,You are a creature who has fallen down a hole! Escape by jumping with your mouse.,"['2D', 'Godot', 'jumping']"
Murder Chess,Demi_Wrath,https://demi-wrath.itch.io/murder-chess,,,,chess but murder,[]
Deified,tomer.c133,https://tomerc133.itch.io/deified,27 April 2025 @ 22:37 UTC,,Platformer,,"['2D', 'Pixel Art', 'Side Scroller', 'Singleplayer']"
Business Days,Jax,https://jax9hammer.itch.io/business-days,27 April 2025 @ 22:35 UTC,,Puzzle,,"['Point & Click', 'Short', 'weird']"
PROJECT PANDA,Reaper_YT01272,https://reaper-yt01272.itch.io/project-panda,27 April 2025 @ 22:34 UTC,,,,[]
GET THEM BUGS,Fade,https://fadethefox.itch.io/fadegetthembugs,27 April 2025 @ 22:34 UTC,,,It be a doodle jump clone made in Godot,[]
Slendrina,Dvloper Archive,https://dvloper-archive.itch.io/slendrina,,,Puzzle,"""It's a bit like ""Slender Man"" but Slendrina is more evil. """,[]
Geo Blaster,Zephto,https://zephto.itch.io/geo-blaster,,,Shooter,Minimalist geometric space shooter,[]
Cosaint,ArthurOker,https://arthuroker.itch.io/cosaint,27 April 2025 @ 22:24 UTC,,Action,,"['3D', 'round-based', 'Wizards']"
Lost Signal,Geooocs,https://geooocs.itch.io/lost-signal,27 April 2025 @ 22:19 UTC,,Platformer,,[]
SHOTGUN BILL,AlexFarina,https://alexfarina.itch.io/shotgun-bill,27 April 2025 @ 22:18 UTC,,Action,Saving Shotgun Craig,"['Short', 'Top-Down', 'Top down shooter']"
Bearzerk - A right to bear arms,DadbodGames,https://dadbodgames.itch.io/bearzerk,27 April 2025 @ 22:17 UTC,,Action,Early Access coming soon on Steam,"['chaos', 'Cute', 'Funny', 'Roguelite', 'Singleplayer', 'Survivor-like']"
Flier Boy and Crawler Girl,GDGameplayer,https://gdgameplayer.itch.io/flier-boy-and-crawler-girl,27 April 2025 @ 22:15 UTC,,,,[]
fun monkers,ZILO TAGS,https://zilo-tags.itch.io/fun-monkers,27 April 2025 @ 22:14 UTC,,,,[]
Whopper Hopper,cosdeveloper,https://cosdeveloper.itch.io/whopper-hopper,27 April 2025 @ 22:14 UTC,,,,[]
(DEMO) Ward: The Bird Knew Everything,CLEVER CLICKS,https://clever-clicks.itch.io/ward-the-bird-knew-everything,27 April 2025 @ 22:12 UTC,,Adventure,Uncover the mystery of an eerie house and solve riddles using your little grey cells!,"['Atmospheric', 'Creepy', 'Escape Game', 'Historical', 'Mystery', 'Point & Click', 'Short', 'Victorian']"
Bureau of Strange Happenings,Phil Riley,https://rileypb.itch.io/bureau-of-strange-happenings,,,Interactive Fiction,A Text Adventure,[]
Pollution Illusion,Anthony-Pattison,https://anthony-pattison.itch.io/pollution-illusion,27 April 2025 @ 22:09 UTC,,Action,Game about catching pollusion before it overflows,"['2D', 'awareness', 'environmental-issuess', 'ocean', 'overgrown', 'pollution', 'recycle', 'relationship', 'Top-Down', 'watercolor']"
Sunny and Amabo scene,wlpeterson,https://wlpeterson.itch.io/sunny-and-amabo-scene,27 April 2025 @ 22:09 UTC,,,,[]
Extended Execution,AAA_3xA,https://aaa-3xa.itch.io/extended-execution,27 April 2025 @ 22:08 UTC,,Action,,[]
Easter with Colin,Cone games,https://cone-games.itch.io/easter-with-colin,27 April 2025 @ 22:07 UTC,,,,[]
Slither Rhythm,scribe,https://scribe.itch.io/slither-rhythm,,,Rhythm,A rhythm game on the EDGE,[]
Cell Wars,Vmpwje,https://vmpwje.itch.io/cell-wars,27 April 2025 @ 22:02 UTC,,Action,Grow your cell before hostile cells eat you.,['Trijam']
Zombie Typo Shooter,bergee,https://bergee.itch.io/zombie-typo-shooter,27 April 2025 @ 22:01 UTC,,Educational,,"['3D', 'AI Generated', 'Typing', 'Word game', 'Zombies']"
Andrew,RedAce Studios,https://redace-studios.itch.io/andrew,,,Survival,,[]
Your Room Only,prti,https://prti.itch.io/your-room-only,27 April 2025 @ 21:59 UTC,,,Just your room.,"['3D', 'Arcade', 'Godot', 'Minimalist', 'Physics', 'Singleplayer', 'weird']"
Complex Minesweeper,ripazha1333,https://ripazha1333.itch.io/complex-minesweeper,,,Puzzle,Did you ever want a more complex variant of minesweeper?,[]
Gaia Maker,garkimasera,https://garkimasera.itch.io/gaia-maker,27 April 2025 @ 21:57 UTC,,Simulation,Planet and terraforming simulation game,"['2D', 'god-game', 'Life Simulation', 'Open Source', 'Pixel Art', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Tilemap']"
LaunchSize,GoombaClassic,https://goombaclassic.itch.io/sizeatlaunch,27 April 2025 @ 21:57 UTC,,Action,,[]
Ꙩ,sirmilkman,https://sirmilkman.itch.io/o,27 April 2025 @ 21:56 UTC,,,KILL - DIE - DO IT ALL AGAIN,[]
Happy Sweep - Dusty on Duty,BuffedCode,https://buffedcode.itch.io/dfs,,,,"Just a small little buddy who really, really takes care of his one room. Relax and help him bringing back some order <3",[]
Shifting Basement (SUPER Unfinished),Dompom,https://dompom.itch.io/shifting-basement-super-unfinished,27 April 2025 @ 21:54 UTC,,Puzzle,,[]
Pachinvaders,Tokidoki Studios,https://tokidoki-studios.itch.io/pachinvaders,27 April 2025 @ 21:54 UTC,,Puzzle,"Pachinvaders is a pachinko-inspired arcade defense game. Drop balls, bounce off pegs, stop waves, and defend your core!","['Arcade', 'Casual', 'Tower Defense']"
Party Goobers,eugenivasiliev,https://eugenivasiliev.itch.io/party-goobers,,,Fighting,Fight for all!,[]
Ksnake,thenewkgb,https://thenewkgb.itch.io/ksnake,27 April 2025 @ 21:50 UTC,,Action,Redo of a Godot project,[]
Crystal Mine,PolyGoneAway,https://polygoneaway.itch.io/crystal-mine,27 April 2025 @ 21:50 UTC,,,,[]
Nole Nod Scence,wlpeterson,https://wlpeterson.itch.io/nole-nod-scene,27 April 2025 @ 21:49 UTC,,,Behind the scenes interaction with President Nod that you won't find in the story.,[]
EVENING LIGHT,SZ.Onetype,https://szonetype.itch.io/evening-light,,,Interactive Fiction,Try to save the world!,[]
Ink Jet,nate00,https://nate00.itch.io/inkjet,27 April 2025 @ 21:48 UTC,,Action,Ink-blasting arcade shooter,"['2D', 'Arcade', 'Godot', 'Pixel Art', 'Top down shooter', 'Twin Stick Shooter']"
Capybara,taeheeheat,https://taeheeheat.itch.io/capybara,27 April 2025 @ 21:48 UTC,,,,"['aet312', 'capybara', 'gameandinteractivity']"
Capybara,taeheeheat,https://taeheeheat.itch.io/capybara,27 April 2025 @ 21:48 UTC,,,,"['aet312', 'capybara', 'gameandinteractivity']"
Supernova,velkyden,https://velkyden.itch.io/supernova,27 April 2025 @ 21:47 UTC,,Puzzle,Can you stop the supernova?,"['2D', 'Sci-fi']"
Attack Room,B1nary_B0b,https://b1nary-b0b.itch.io/attack-room,27 April 2025 @ 21:46 UTC,,,,"['Minimalist', 'Simple', 'Top-Down']"
Rebounding (MiniJam Calculation ),KiwiTheVth,https://kiwithevth.itch.io/rebounding,,,,,[]
cryptomonnaie(Spiderfan),Spiderfan718,https://spiderfan718.itch.io/cryptomonnaie,,,,Meilleur Cryptomoney,[]
Gravity Grappler,fstof,https://fstof.itch.io/gravity-grappler,27 April 2025 @ 21:44 UTC,,Platformer,Leap Across the Void,"['2D', 'flame-engine', 'flutter', 'Physics', 'Space']"
Feed The Fiend,BenTu578 Games,https://bentu578.itch.io/feed-the-fiend,27 April 2025 @ 21:43 UTC,,,Feed the Monster the correct foods -- or else!,"['2D', 'Arcade', 'browser-game', 'Casual', 'Godot', 'Monsters']"
Throw Eggs at People,AceLeft,https://aceleft.itch.io/throw-eggs-at-people,27 April 2025 @ 21:42 UTC,,,You'll never guess what it's about,[]
Solar System project,AiToons,https://aitoons.itch.io/solar-system-project,27 April 2025 @ 21:42 UTC,,,Cool interactive solar system,['3D']
Handcrafted Swords,builds.games,https://buildsgames.itch.io/handcrafted-swords,,,Simulation,Business by day. Battle by night.,[]
BaDong,RossenX,https://rossenx.itch.io/badong,,,Puzzle,,[]
WAITING FOR THE DEATH WIND,Jaylus,https://roman-hyacinths.itch.io/waiting-for-the-death-wind,,,Visual Novel,"As you lay dying, cry out to the goddess who abandoned you.",[]
Ruínas de Páramo,José Luiz,https://joseluizof.itch.io/ruinas-de-pramo,,,Adventure,,[]
Pet Shot,jooj,https://joojart.itch.io/petshot,,,Shooter,,[]
